customer_key,customer_number,customer_name,age,age_groups,customer_segment,total_orders,total_sales,avg_order_value,avg_monthly_spend,total_quantity,total_products,recency,last_order_date,lifespan
1093,AW00012092,Austin White,73,50 And Above,New,2,51,25,51,4,998,152,2013-06-03,1
1094,AW00012093,Levi Chandra,72,50 And Above,New,2,46,23,23,3,709,145,2014-01-22,2
1095,AW00012094,Bailey Bailey,72,50 And Above,VIP,2,5962,2981,298,6,1147,151,2013-07-25,20
1096,AW00012095,Austin Griffin,73,50 And Above,New,2,57,28,19,4,907,150,2013-08-03,3
1097,AW00012096,Caitlin Brooks,73,50 And Above,VIP,2,5900,2950,295,3,402,151,2013-07-20,20
1098,AW00012097,Sean Allen,71,50 And Above,New,4,238,59,29,10,2544,145,2014-01-19,8
1099,AW00012098,Grace Clark,71,50 And Above,New,2,84,42,7,4,985,146,2013-12-11,11
1100,AW00012099,Sydney Hall,71,50 And Above,New,2,44,22,6,2,450,147,2013-11-05,7
1101,AW00012100,Jon Sun,72,50 And Above,New,2,130,65,130,4,916,149,2013-09-17,1
1102,AW00012101,Logan Patterson,72,50 And Above,New,2,92,46,30,4,1082,152,2013-06-06,3
1103,AW00012102,Devin Simmons,72,50 And Above,VIP,2,5903,2951,393,4,479,156,2013-02-28,15
1104,AW00012103,Chloe White,66,50 And Above,VIP,2,5997,2998,374,6,1193,155,2013-03-21,16
1105,AW00012104,Mariah Ross,66,50 And Above,VIP,2,5908,2954,347,3,383,155,2013-03-08,17
1106,AW00012105,Abigail Foster,72,50 And Above,VIP,2,5993,2996,374,3,399,155,2013-03-04,16
1107,AW00012106,Isaiah Baker,71,50 And Above,New,4,169,42,42,7,1930,148,2013-10-12,4
1108,AW00012107,Nathan Gonzales,65,50 And Above,New,4,222,55,44,8,2208,151,2013-07-29,5
1109,AW00012108,James Walker,65,50 And Above,VIP,2,5946,2973,297,5,886,151,2013-07-08,20
1110,AW00012109,Morgan Foster,71,50 And Above,VIP,2,5930,2965,296,4,558,151,2013-07-13,20
1111,AW00012110,Bianca Guo,71,50 And Above,VIP,2,5888,2944,294,4,538,151,2013-07-27,20
1112,AW00012111,Jacqueline Gonzales,70,50 And Above,New,2,195,97,97,4,1079,149,2013-09-23,2
1113,AW00012112,Arianna Henderson,71,50 And Above,VIP,2,5930,2965,370,4,559,155,2013-03-18,16
1114,AW00012113,Nathan Hughes,58,50 And Above,New,2,4737,2368,1184,5,1098,152,2013-06-01,4
1115,AW00012114,Charles Richardson,69,50 And Above,New,2,4719,2359,1573,5,841,152,2013-06-28,3
1116,AW00012115,Chloe Richardson,70,50 And Above,New,2,90,45,90,3,824,152,2013-06-21,0
1117,AW00012116,Amanda Gray,70,50 And Above,VIP,2,5933,2966,370,3,385,155,2013-03-22,16
1118,AW00012117,Cameron Yang,69,50 And Above,New,2,160,80,40,3,833,146,2013-12-18,4
1119,AW00012118,Miguel Sanchez,59,50 And Above,VIP,2,6004,3002,300,8,1526,151,2013-07-28,20
1120,AW00012119,Keith Raje,70,50 And Above,New,2,162,81,27,4,1092,147,2013-11-05,6
1121,AW00012120,Xavier Simmons,68,50 And Above,VIP,2,5908,2954,295,3,421,151,2013-07-29,20
1122,AW00012121,Logan Wilson,68,50 And Above,VIP,2,5946,2973,297,5,881,151,2013-07-29,20
1123,AW00012122,Destiny Coleman,68,50 And Above,New,2,4814,2407,1604,5,938,152,2013-06-11,3
1124,AW00012123,Wesley Liang,NULL,50 And Above,VIP,4,5837,1459,277,12,2281,147,2013-11-20,21
1125,AW00012124,Brandi Gill,64,50 And Above,VIP,5,13195,2639,399,12,1936,148,2013-10-07,33
1126,AW00012125,Diana Ortega,64,50 And Above,VIP,4,8595,2148,477,10,2018,147,2013-11-17,18
1127,AW00012126,Tammy Raman,63,50 And Above,New,2,81,40,20,4,1110,150,2013-08-15,4
1128,AW00012127,Grace Davis,64,50 And Above,New,1,35,35,35,1,246,147,2013-11-10,0
1129,AW00012128,Kristy Munoz,59,50 And Above,VIP,4,8681,2170,456,9,1658,146,2013-12-04,19
1130,AW00012129,Wendy Alvarez,64,50 And Above,VIP,4,8557,2139,450,9,1532,146,2013-12-25,19
1131,AW00012130,Suzanne Zhou,64,50 And Above,VIP,4,7987,1996,443,10,1787,147,2013-11-14,18
1132,AW00012131,Randall Dominguez,65,50 And Above,VIP,5,13265,2653,414,11,2177,148,2013-10-10,32
1133,AW00012132,Kaitlyn Henderson,65,50 And Above,VIP,5,13294,2658,402,14,2901,148,2013-10-17,33
1134,AW00012133,Colleen Xie,65,50 And Above,VIP,4,5830,1457,265,10,1833,146,2013-12-01,22
1135,AW00012134,Hector Alonso,60,50 And Above,New,2,97,48,32,5,1296,148,2013-10-09,3
1136,AW00012135,Fernando Taylor,64,50 And Above,New,2,85,42,42,2,532,151,2013-07-01,2
1137,AW00012136,Blake Turner,88,50 And Above,New,4,181,45,20,10,2527,145,2014-01-23,9
1138,AW00012137,Jack Green,88,50 And Above,New,2,92,46,46,4,1083,153,2013-05-11,2
1139,AW00012138,Colin Jai,87,50 And Above,New,2,120,60,120,5,1165,150,2013-08-31,0
1140,AW00012139,Franklin Yang,82,50 And Above,New,2,103,51,20,4,988,146,2013-12-20,5
1141,AW00012140,Oscar Russell,56,50 And Above,New,4,118,29,29,10,2309,148,2013-10-29,4
1142,AW00012141,Kaitlyn Lee,50,50 And Above,VIP,2,5979,2989,373,5,845,155,2013-03-10,16
1143,AW00012142,Gabriella Torres,45,40-49,VIP,2,5945,2972,371,6,955,155,2013-03-02,16
1144,AW00012143,Logan Turner,55,50 And Above,VIP,2,5993,2996,374,3,401,155,2013-03-19,16
1145,AW00012144,Kelly Jenkins,55,50 And Above,New,2,50,25,6,4,1000,147,2013-11-05,8
1146,AW00012145,Brandon Butler,50,50 And Above,New,2,133,66,133,5,1236,146,2013-12-31,1
1147,AW00012146,Xavier Thomas,55,50 And Above,New,2,227,113,45,6,1479,147,2013-11-08,5
1148,AW00012147,Taylor Patterson,56,50 And Above,New,4,271,67,54,13,3196,147,2013-11-13,5
1149,AW00012148,Gabrielle Morris,56,50 And Above,New,2,83,41,83,4,986,146,2013-12-30,1
1150,AW00012149,Bailey Scott,51,50 And Above,New,2,83,41,10,4,986,145,2014-01-08,8
1151,AW00012150,Logan Wang,51,50 And Above,New,2,43,21,43,2,452,149,2013-09-04,1
1152,AW00012151,Steven Kelly,57,50 And Above,VIP,2,5895,2947,368,3,313,155,2013-03-06,16
1153,AW00012152,Adrian Ramirez,51,50 And Above,VIP,2,5937,2968,349,5,774,155,2013-03-07,17
1154,AW00012153,Kaitlyn Bailey,64,50 And Above,VIP,2,5938,2969,371,5,791,155,2013-03-04,16
1155,AW00012154,Hailey Adams,59,50 And Above,New,2,4798,2399,1199,5,1011,151,2013-07-23,4
1156,AW00012155,Gabriella Lopez,59,50 And Above,VIP,2,5930,2965,370,4,558,155,2013-03-26,16
1157,AW00012156,Bonnie Raji,87,50 And Above,VIP,2,5920,2960,370,3,316,155,2013-03-04,16
1158,AW00012157,William White,86,50 And Above,New,2,43,21,7,2,452,147,2013-11-29,6
1159,AW00012158,Kyle Phillips,47,40-49,New,4,202,50,67,11,2833,146,2013-12-12,3
1160,AW00012159,Kaitlyn Scott,52,50 And Above,New,4,259,64,23,12,2986,145,2014-01-15,11
1161,AW00012160,Jaclyn Zhang,57,50 And Above,VIP,2,5945,2972,371,4,563,155,2013-03-08,16
1162,AW00012161,Alexandria Rogers,52,50 And Above,New,2,207,103,25,4,1022,147,2013-11-25,8
1163,AW00012162,Luke Mitchell,52,50 And Above,VIP,2,5913,2956,369,4,541,155,2013-03-25,16
1164,AW00012163,Aaron Wang,57,50 And Above,VIP,2,5944,2972,371,4,549,155,2013-03-04,16
1165,AW00012164,Noah Butler,52,50 And Above,VIP,2,5908,2954,369,3,420,155,2013-03-01,16
1166,AW00012165,Caleb Flores,59,50 And Above,New,4,280,70,46,13,3212,151,2013-07-05,6
1167,AW00012166,Jared Rogers,42,40-49,New,4,162,40,40,9,2300,147,2013-11-11,4
1168,AW00012167,Sebastian Stewart,58,50 And Above,VIP,2,5975,2987,351,4,563,155,2013-03-13,17
1169,AW00012168,Hunter Jackson,60,50 And Above,New,2,73,36,12,4,794,150,2013-08-23,6
1170,AW00012169,Abigail Howard,54,50 And Above,VIP,2,5948,2974,349,5,953,155,2013-03-18,17
1171,AW00012170,Sara Reed,54,50 And Above,VIP,2,5908,2954,369,3,424,155,2013-03-08,16
1172,AW00012171,Alyssa Cooper,54,50 And Above,VIP,2,5984,2992,374,4,607,155,2013-03-07,16
1173,AW00012172,Eduardo Alexander,54,50 And Above,VIP,2,5930,2965,370,4,558,155,2013-03-18,16
1174,AW00012173,Dalton Edwards,59,50 And Above,VIP,2,5929,2964,370,4,481,155,2013-03-05,16
1175,AW00012174,Charles Phillips,60,50 And Above,VIP,2,5873,2936,391,2,140,155,2013-03-22,15
1176,AW00012175,Luke Powell,60,50 And Above,New,2,155,77,155,2,544,147,2013-11-20,0
1177,AW00012176,Cody James,60,50 And Above,New,2,162,81,14,4,1092,145,2014-01-14,11
1178,AW00012177,Kevin Campbell,66,50 And Above,New,2,4811,2405,1202,8,1576,151,2013-07-18,4
1179,AW00012178,Ethan Shan,67,50 And Above,VIP,2,5933,2966,395,3,387,155,2013-03-02,15
1180,AW00012179,Alexis Jones,85,50 And Above,VIP,2,5913,2956,311,4,543,151,2013-07-08,19
1181,AW00012180,Holly Mehta,84,50 And Above,VIP,2,5930,2965,312,4,560,151,2013-07-04,19
1182,AW00012181,Katelyn Sanders,84,50 And Above,VIP,2,5959,2979,397,4,604,155,2013-03-12,15
1183,AW00012182,Erin Torres,60,50 And Above,New,4,87,21,12,6,1520,148,2013-10-22,7
1184,AW00012183,Emily Robinson,60,50 And Above,New,4,229,57,45,10,2623,151,2013-07-09,5
1185,AW00012184,Isaiah Perez,60,50 And Above,VIP,2,5875,2937,391,3,400,155,2013-03-18,15
1186,AW00012185,Kaitlyn Patterson,60,50 And Above,New,2,50,25,50,4,1000,154,2013-04-15,1
1187,AW00012186,Bryant Srini,55,50 And Above,VIP,2,5913,2956,394,4,538,155,2013-03-08,15
1188,AW00012187,Ruben Subram,60,50 And Above,VIP,2,5908,2954,393,3,386,155,2013-03-11,15
1189,AW00012188,Ashley Thomas,NULL,50 And Above,VIP,2,5933,2966,395,3,390,155,2013-03-10,15
1190,AW00012189,Sophia Wright,55,50 And Above,VIP,2,5950,2975,396,4,559,155,2013-03-17,15
1191,AW00012190,Justin Gonzales,60,50 And Above,VIP,2,5890,2945,392,5,797,155,2013-03-04,15
1192,AW00012191,Melissa Washington,61,50 And Above,New,2,246,123,49,5,1300,149,2013-09-28,5
1193,AW00012192,Jocelyn Hayes,66,50 And Above,New,2,160,80,20,3,833,146,2013-12-22,8
1194,AW00012193,Caleb Simmons,67,50 And Above,New,2,4833,2416,1208,6,1380,151,2013-07-07,4
1195,AW00012194,Destiny Foster,67,50 And Above,New,2,83,41,83,4,987,153,2013-05-09,1
1196,AW00012195,Erin Morris,56,50 And Above,New,2,124,62,62,5,1107,151,2013-07-27,2
1197,AW00012196,Alexis Miller,67,50 And Above,New,4,160,40,17,8,2038,145,2014-01-13,9
1198,AW00012197,Adam Hernandez,68,50 And Above,New,2,48,24,16,3,741,153,2013-05-07,3
1199,AW00012198,Noah Scott,68,50 And Above,VIP,2,5969,2984,314,7,1192,151,2013-07-09,19
1200,AW00012199,Christina Richardson,69,50 And Above,New,2,195,97,39,4,1078,147,2013-11-13,5
1201,AW00012200,Rafael Sharma,83,50 And Above,VIP,2,5935,2967,395,4,686,155,2013-03-09,15
1202,AW00012201,Mindy Yuan,82,50 And Above,New,2,58,29,29,5,1168,150,2013-08-09,2
1203,AW00012202,Xavier Ross,83,50 And Above,New,4,171,42,21,13,3174,148,2013-10-04,8
1204,AW00012203,Zachary Hughes,83,50 And Above,New,4,200,50,33,12,3039,145,2014-01-05,6
1205,AW00012204,Bradley Jai,83,50 And Above,New,2,120,60,24,7,1672,152,2013-06-22,5
1206,AW00012205,Madison Long,82,50 And Above,New,2,51,25,25,4,943,146,2013-12-30,2
1207,AW00012206,Sierra Parker,82,50 And Above,VIP,2,5908,2954,393,3,249,155,2013-03-08,15
1208,AW00012207,Samuel Hill,81,50 And Above,VIP,2,5875,2937,367,3,399,154,2013-04-11,16
1209,AW00012208,Dominique Sanchez,81,50 And Above,VIP,2,5954,2977,372,5,730,154,2013-04-16,16
1210,AW00012209,Mindy Jai,81,50 And Above,VIP,2,5908,2954,369,3,245,154,2013-04-21,16
1211,AW00012210,Alan He,42,40-49,VIP,3,6825,2275,341,6,1053,147,2013-11-11,20
1212,AW00012211,Victor Romero,41,40-49,VIP,2,5908,2954,211,3,384,151,2013-07-15,28
1213,AW00012212,Shawna Xie,52,50 And Above,VIP,2,5898,2949,210,2,142,151,2013-07-07,28
1214,AW00012213,Alejandro Lal,52,50 And Above,New,2,4419,2209,401,5,889,154,2013-04-01,11
1215,AW00012214,Julie Raje,58,50 And Above,VIP,3,6803,2267,323,8,1582,146,2013-12-17,21
1216,AW00012215,Karla She,58,50 And Above,VIP,3,6890,2296,328,9,1947,146,2013-12-21,21
1217,AW00012216,Gerald Rodriguez,59,50 And Above,VIP,3,6955,2318,331,9,1756,146,2013-12-17,21
1218,AW00012217,Kyle Roberts,60,50 And Above,VIP,2,5873,2936,209,2,136,151,2013-07-07,28
1219,AW00012218,Mitchell Xu,59,50 And Above,New,2,4472,2236,406,5,950,154,2013-04-25,11
1220,AW00012219,Kurt Nara,49,40-49,VIP,2,5967,2983,213,5,815,151,2013-07-27,28
1221,AW00012220,Virginia Sara,60,50 And Above,VIP,2,5950,2975,212,4,562,151,2013-07-29,28
1222,AW00012221,Brandi Ruiz,60,50 And Above,VIP,2,5968,2984,213,4,671,151,2013-07-20,28
1223,AW00012222,Jenny Xu,60,50 And Above,VIP,3,6909,2303,329,8,1489,146,2013-12-07,21
1224,AW00012223,Felicia Vazquez,60,50 And Above,New,1,35,35,35,1,246,150,2013-08-08,0
1225,AW00012224,Tristan Henderson,85,50 And Above,New,1,85,85,85,2,495,147,2013-11-15,0
1226,AW00012225,Kathleen Ortega,62,50 And Above,Regular,2,4381,2190,365,4,646,153,2013-05-15,12
1227,AW00012226,Faith Ward,58,50 And Above,Regular,2,4368,2184,364,5,808,153,2013-05-02,12
1228,AW00012227,Kelsey Raje,63,50 And Above,New,1,44,44,44,2,410,154,2013-04-29,0
1229,AW00012228,Mayra Martinez,63,50 And Above,New,2,4401,2200,400,3,490,153,2013-05-21,11
1230,AW00012229,Kari Gomez,64,50 And Above,New,2,4415,2207,401,4,680,153,2013-05-23,11
1231,AW00012230,Wesley Zheng,65,50 And Above,Regular,2,4401,2200,366,4,660,152,2013-06-14,12
1232,AW00012231,Isabelle Patterson,66,50 And Above,Regular,2,4354,2177,362,3,344,152,2013-06-22,12
1233,AW00012232,Sean Hernandez,66,50 And Above,Regular,2,4376,2188,364,3,349,152,2013-06-10,12
1234,AW00012233,Jerry Yuan,66,50 And Above,New,1,35,35,35,1,245,145,2014-01-17,0
1235,AW00012234,Clarence Zeng,67,50 And Above,New,1,35,35,35,1,245,154,2013-04-26,0
1236,AW00012235,Donna Rai,77,50 And Above,New,2,62,31,15,4,1078,151,2013-07-06,4
1237,AW00012236,Kendra Gill,80,50 And Above,New,1,35,35,35,1,246,151,2013-07-13,0
1238,AW00012237,Ruth Madan,74,50 And Above,Regular,2,4470,2235,372,5,942,152,2013-06-02,12
1239,AW00012238,Monica Raman,74,50 And Above,New,1,35,35,35,1,246,151,2013-07-09,0
1240,AW00012239,Alberto Ramos,79,50 And Above,VIP,3,6901,2300,328,8,1483,146,2013-12-17,21
1241,AW00012240,Clayton Sharma,40,40-49,Regular,2,3965,1982,220,2,122,152,2013-06-03,18
1242,AW00012241,Kristine Sandberg,41,40-49,Regular,2,3989,1994,221,4,633,152,2013-06-20,18
1243,AW00012242,Gilbert Liang,42,40-49,Regular,2,3949,1974,219,3,282,152,2013-06-11,18
1244,AW00012243,Kristy Rubio,41,40-49,Regular,2,3915,1957,217,2,112,152,2013-06-19,18
1245,AW00012244,Amy Huang,40,40-49,New,2,115,57,38,4,1065,153,2013-05-17,3
1246,AW00012245,Francisco Gonzalez,42,40-49,Regular,2,3967,1983,220,4,659,152,2013-06-13,18
1247,AW00012246,Shawn Luo,41,40-49,Regular,2,3947,1973,219,5,943,152,2013-06-16,18
1248,AW00012247,Brandy Raman,41,40-49,New,2,77,38,25,3,791,153,2013-05-03,3
1249,AW00012248,Devin Taylor,NULL,50 And Above,Regular,2,3940,1970,207,2,116,151,2013-07-10,19
1250,AW00012249,Jessie Cai,42,40-49,New,2,115,57,16,4,1065,148,2013-10-21,7
1251,AW00012250,Andrea Collins,44,40-49,Regular,2,3965,1982,208,2,122,151,2013-07-10,19
1252,AW00012251,Troy Suri,44,40-49,Regular,2,3925,1962,206,3,215,151,2013-07-19,19
1253,AW00012252,Omar Liu,43,40-49,Regular,2,3939,1969,207,5,676,151,2013-07-25,19
1254,AW00012253,Jenny Sun,44,40-49,Regular,2,4067,2033,214,6,1119,151,2013-07-16,19
1255,AW00012254,Calvin Deng,78,50 And Above,VIP,2,5968,2984,213,5,737,151,2013-07-29,28
1256,AW00012255,Robyn Alvarez,48,40-49,VIP,2,5883,2941,210,3,243,151,2013-07-20,28
1257,AW00012256,Wendy Ramos,54,50 And Above,VIP,2,5953,2976,205,3,387,150,2013-08-16,29
1258,AW00012257,Ross Ruiz,60,50 And Above,New,1,50,50,50,1,251,146,2013-12-05,0
1259,AW00012258,Jamie Li,59,50 And Above,New,1,50,50,50,1,248,148,2013-10-01,0
1260,AW00012259,Cindy Madan,54,50 And Above,New,2,86,43,28,5,1248,152,2013-06-19,3
1261,AW00012260,Melinda Romero,54,50 And Above,New,2,241,120,48,5,1239,151,2013-07-29,5
1262,AW00012261,Kaitlin Sanchez,60,50 And Above,VIP,2,5973,2986,213,5,958,150,2013-08-21,28
1263,AW00012262,Morgan Sanchez,61,50 And Above,New,2,119,59,119,5,1234,155,2013-03-31,0
1264,AW00012263,Emmanuel Garcia,61,50 And Above,VIP,3,6829,2276,325,8,1393,146,2013-12-27,21
1265,AW00012264,Bruce Ashe,50,50 And Above,VIP,3,5663,1887,435,7,1334,153,2013-05-25,13
1266,AW00012265,Alan Guo,62,50 And Above,VIP,2,5964,2982,213,5,727,150,2013-08-06,28
1267,AW00012266,Tiffany Lin,56,50 And Above,Regular,2,4401,2200,366,3,489,152,2013-06-10,12
1268,AW00012267,Clifford Garcia,63,50 And Above,VIP,2,5873,2936,209,2,136,150,2013-08-16,28
1269,AW00012268,Edwin Shan,63,50 And Above,New,1,50,50,50,1,251,154,2013-04-16,0
1270,AW00012269,Warren Zheng,55,50 And Above,New,1,44,44,44,2,410,152,2013-06-27,0
1271,AW00012270,Ebony Ramos,60,50 And Above,Regular,2,4455,2227,342,4,713,151,2013-07-10,13
1272,AW00012271,Tyrone Hernandez,61,50 And Above,VIP,3,5683,1894,437,7,1245,153,2013-05-18,13
1273,AW00012272,Justin Alexander,61,50 And Above,VIP,3,5139,1713,428,5,670,154,2013-04-08,12
1274,AW00012273,Nelson Carlson,62,50 And Above,New,1,50,50,50,1,251,150,2013-08-01,0
1275,AW00012274,Javier Torres,50,50 And Above,New,1,35,35,35,1,245,148,2013-10-07,0
1276,AW00012275,Adriana Madan,45,40-49,Regular,2,4435,2217,369,5,921,151,2013-07-30,12
1277,AW00012276,Alisha Shan,50,50 And Above,Regular,2,4416,2208,368,5,888,151,2013-07-16,12
1278,AW00012277,Beth Ortega,52,50 And Above,VIP,3,5666,1888,435,8,1513,153,2013-05-25,13
1279,AW00012278,Meredith Johnsen,52,50 And Above,New,1,50,50,50,1,249,152,2013-06-22,0
1280,AW00012279,Mathew Suarez,51,50 And Above,VIP,2,5974,2987,221,4,593,150,2013-08-13,27
1281,AW00012280,Theresa Alvarez,45,40-49,VIP,2,5923,2961,219,5,785,150,2013-08-13,27
1282,AW00012281,Janelle Sanchez,45,40-49,VIP,3,5169,1723,430,7,1204,154,2013-04-03,12
1283,AW00012282,Nicolas Tang,45,40-49,VIP,3,5111,1703,425,3,392,154,2013-04-07,12
1284,AW00012283,Todd Zeng,46,40-49,VIP,3,5583,1861,398,6,961,153,2013-05-11,14
1285,AW00012284,Cristina Beck,46,40-49,VIP,3,5625,1875,432,5,849,153,2013-05-21,13
1286,AW00012285,Bethany Chande,51,50 And Above,VIP,2,5968,2984,221,4,673,150,2013-08-14,27
1287,AW00012286,Nathan Jenkins,51,50 And Above,New,3,5255,1751,477,9,1674,154,2013-04-18,11
1288,AW00012287,Andre Arun,69,50 And Above,VIP,3,5720,1906,476,10,1984,153,2013-05-26,12
1289,AW00012288,Sara Brooks,42,40-49,New,2,148,74,49,5,1281,145,2014-01-09,3
1290,AW00012289,Joseph Taylor,42,40-49,VIP,3,5646,1882,470,8,1542,153,2013-05-22,12
1291,AW00012290,Kaylee Morris,53,50 And Above,VIP,2,5873,2936,217,2,141,150,2013-08-04,27
1292,AW00012291,Johnathan Suri,77,50 And Above,VIP,4,8067,2016,504,11,2275,147,2013-11-20,16
1293,AW00012292,Nicolas Kumar,71,50 And Above,VIP,3,5027,1675,279,6,1173,147,2013-11-07,18
1294,AW00012293,Tammy Garcia,77,50 And Above,New,2,86,43,21,4,986,148,2013-10-11,4
1295,AW00012294,Shane Kovar,76,50 And Above,New,2,75,37,25,2,560,150,2013-08-16,3
1296,AW00012295,Dwayne Gomez,70,50 And Above,New,4,174,43,24,9,2324,149,2013-09-26,7
1297,AW00012296,Francisco Sara,65,50 And Above,VIP,5,13164,2632,453,12,1981,148,2013-10-25,29
1298,AW00012297,Felicia Blanco,76,50 And Above,VIP,4,8022,2005,534,11,2072,147,2013-11-09,15
1299,AW00012298,Crystal Zeng,76,50 And Above,VIP,4,8052,2013,503,10,1919,146,2013-12-11,16
1300,AW00012299,Walter Serrano,76,50 And Above,Regular,3,4977,1659,276,7,1286,147,2013-11-09,18
1301,AW00012300,Adriana Gonzalez,74,50 And Above,VIP,5,13242,2648,456,10,1781,148,2013-10-17,29
1302,AW00012301,Nichole Nara,74,50 And Above,VIP,5,13294,2658,443,13,2674,147,2013-11-20,30
1303,AW00012302,Kevin Coleman,75,50 And Above,VIP,4,8091,2022,505,12,2454,146,2013-12-26,16
1304,AW00012303,Kristi Alvarez,75,50 And Above,New,2,84,42,42,3,728,148,2013-10-02,2
1305,AW00012304,Alejandro Zhou,69,50 And Above,New,2,123,61,41,5,1262,146,2013-12-28,3
1306,AW00012305,Xavier Bailey,66,50 And Above,Regular,3,4940,1646,308,4,541,148,2013-10-29,16
1307,AW00012306,Logan Parker,68,50 And Above,New,2,75,37,75,3,783,152,2013-06-08,1
1308,AW00012307,Brad She,66,50 And Above,VIP,5,13172,2634,439,11,1886,147,2013-11-17,30
1309,AW00012308,Margaret He,56,50 And Above,VIP,5,13268,2653,457,14,2516,147,2013-11-19,29
1310,AW00012309,Omar Raje,66,50 And Above,New,2,101,50,50,4,1056,153,2013-05-14,2
1311,AW00012310,Stacy Munoz,66,50 And Above,New,2,104,52,104,4,1069,148,2013-10-22,0
1312,AW00012311,Stanley Weber,61,50 And Above,New,2,116,58,38,7,1625,146,2013-12-21,3
1313,AW00012312,Jake Zhao,56,50 And Above,New,1,35,35,35,1,246,148,2013-10-28,0
1314,AW00012313,Jaime Chande,68,50 And Above,New,1,44,44,44,2,411,145,2014-01-15,0
1315,AW00012314,Jill Suarez,67,50 And Above,VIP,4,7997,1999,499,8,1445,146,2013-12-28,16
1316,AW00012315,Ann Rodriguez,67,50 And Above,New,3,6803,2267,755,6,1048,155,2013-03-14,9
1317,AW00012316,Alejandro Luo,62,50 And Above,New,3,6799,2266,679,6,978,155,2013-03-19,10
1318,AW00012317,Carl She,67,50 And Above,New,3,6823,2274,758,9,1613,155,2013-03-24,9
1319,AW00012318,Kristina Schmidt,68,50 And Above,New,3,6808,2269,756,4,652,155,2013-03-08,9
1320,AW00012319,Shannon Ye,68,50 And Above,New,2,79,39,9,3,773,146,2013-12-03,8
1321,AW00012320,Cheryl Alvarez,63,50 And Above,New,2,78,39,39,4,990,148,2013-10-26,2
1322,AW00012321,Rosa Hu,70,50 And Above,VIP,5,13215,2643,455,15,2731,147,2013-11-21,29
1323,AW00012322,Kari Mehta,69,50 And Above,New,1,50,50,50,1,248,146,2013-12-22,0
1324,AW00012323,Lawrence Alonso,64,50 And Above,VIP,4,10836,2709,471,11,1977,153,2013-05-15,23
1325,AW00012324,Dale Lal,70,50 And Above,New,2,66,33,66,4,964,147,2013-11-14,1
1326,AW00012325,Gloria Martin,70,50 And Above,New,2,133,66,33,5,1236,146,2013-12-26,4
1327,AW00012326,Glenn Zhou,70,50 And Above,New,2,64,32,32,2,534,147,2013-11-30,2
1328,AW00012327,Edwin Liang,65,50 And Above,New,2,14,7,2,2,457,151,2013-07-06,5
1329,AW00012328,Eugene Zhao,71,50 And Above,New,3,6792,2264,754,8,1448,155,2013-03-21,9
1330,AW00012329,Bonnie Shan,70,50 And Above,New,2,119,59,29,4,1072,149,2013-09-26,4
1331,AW00012330,Preston Raman,72,50 And Above,VIP,4,7932,1983,495,10,1677,146,2013-12-24,16
1332,AW00012331,Meagan Chandra,72,50 And Above,New,1,50,50,50,1,250,155,2013-03-05,0
1333,AW00012332,Andres Nara,72,50 And Above,VIP,4,10789,2697,449,10,1919,152,2013-06-24,24
1334,AW00012333,Terrance Rodriguez,72,50 And Above,VIP,4,10829,2707,451,11,1908,152,2013-06-05,24
1335,AW00012334,Roy Jimenez,67,50 And Above,New,2,94,47,13,5,1254,145,2014-01-18,7
1336,AW00012335,Francisco Ashe,67,50 And Above,New,3,6912,2304,768,9,1778,155,2013-03-22,9
1337,AW00012336,Wyatt Price,73,50 And Above,New,2,79,39,7,2,537,146,2013-12-16,10
1338,AW00012337,Dustin Goldstein,45,40-49,VIP,3,8137,2712,406,7,1026,150,2013-08-08,20
1339,AW00012338,Monica Vance,44,40-49,VIP,3,8265,2755,413,8,1374,150,2013-08-17,20
1340,AW00012339,Clayton Jai,44,40-49,VIP,3,6865,2288,361,5,901,150,2013-08-03,19
1341,AW00012340,Stacy Diaz,44,40-49,VIP,3,6752,2250,337,6,972,149,2013-09-23,20
1342,AW00012341,Katie Kumar,44,40-49,VIP,3,6840,2280,342,7,1495,149,2013-09-09,20
1343,AW00012342,Morgan Young,46,40-49,VIP,3,6838,2279,341,7,1291,149,2013-09-23,20
1344,AW00012343,Gloria Ruiz,47,40-49,VIP,3,5568,1856,278,4,676,149,2013-09-20,20
1345,AW00012344,Dominique Perez,46,40-49,New,3,68,22,13,6,1522,150,2013-08-13,5
1346,AW00012345,Alison Raje,46,40-49,New,3,68,22,6,6,1523,145,2014-01-12,10
1347,AW00012346,Wesley Gao,46,40-49,VIP,3,6864,2288,343,5,934,149,2013-09-18,20
1348,AW00012347,Summer Madan,46,40-49,VIP,3,6839,2279,341,6,1102,149,2013-09-24,20
1349,AW00012348,Jimmy Vazquez,47,40-49,VIP,3,6906,2302,345,10,1969,149,2013-09-12,20
1350,AW00012349,Lacey Yuan,46,40-49,VIP,3,6772,2257,322,5,819,149,2013-09-01,21
1351,AW00012350,Logan Hernandez,42,40-49,VIP,3,6791,2263,339,6,1071,149,2013-09-25,20
1352,AW00012351,Cara Zhang,42,40-49,New,3,186,62,26,7,1914,145,2014-01-27,7
1353,AW00012352,Ramon Zhang,48,40-49,New,3,273,91,136,7,1824,147,2013-11-19,2
1354,AW00012353,Joe Ramos,42,40-49,VIP,3,6765,2255,356,5,804,150,2013-08-29,19
1355,AW00012354,Lance Ortega,42,40-49,VIP,3,6797,2265,339,6,1082,149,2013-09-02,20
